c1,c2,c3,c4,maxhf
5.0,0.53,8.95,4.55,5.041196119670768
10.0,0.53,8.95,4.55,5.178685691953505
15.0,0.53,8.95,4.55,6.280997121547241
20.0,0.53,8.95,4.55,3.4040428479387534
25.0,0.53,8.95,4.55,3.681197925219992
30.0,0.53,8.95,4.55,2.6147614546821014
35.0,0.53,8.95,4.55,2.708696167384919
