c0,c1,c2,c3,maxhf
0,0,3000,0,9.583439966007267
0,0,3500,0,9.571543087563114
0,0,4000,0,9.708196383744678
0,0,4500,0,9.592417586061082
0,0,5500,0,9.667273755348761
0,0,6000,0,9.417825858153666
