c1,c2,c3,c4,maxhf
21.16,0.53,0.0,4.55,1.288942825788475
21.16,0.53,0.5,4.55,1.7246245966556915
21.16,0.53,1.0,4.55,1.7975398375133085
21.16,0.53,1.5,4.55,2.2348160136557707
