c1,c2,c3,c4,maxhf
0.0,0.53,8.95,4.55,9.622978840120085
1.0,0.53,8.95,4.55,9.158279540974311
3.0,0.53,8.95,4.55,9.702443747493232
50.0,0.53,8.95,4.55,2.2076042042722945
