c1,c2,c3,c4,maxhf
5,0.0,0.0,0.0,10.0
10,0.0,0.0,0.0,10.0
15,0.0,0.0,0.0,10.0
20,0.0,0.0,0.0,10.0
25,0.0,0.0,0.0,10.0
