c1,c2,c3,c4,maxhf
0,0,0,2.0,10.0
0,0,0,4.0,10.0
0,0,0,6.0,10.0
0,0,0,8.0,10.0
0,0,0,10.0,10.0
0,0,0,12.0,10.0
