c1,c2,c3,c4,maxhf
21.16,0.53,8.95,0.0,9.972895987798704
21.16,0.53,8.95,2.0,7.203321463317204
21.16,0.53,8.95,4.0,3.3801863166640755
21.16,0.53,8.95,6.0,3.2536444446642387
21.16,0.53,8.95,8.0,3.49616627627418
21.16,0.53,8.95,10.0,3.1514342541358853
21.16,0.53,8.95,12.0,3.121168807435123
