c0,c1,c2,c3,maxhf
0.0,10.0,0.0,0.0,9.659686850204366
0.0,50.0,0.0,0.0,9.659686850204366
0.0,100.0,0.0,0.0,9.659686850204366
0.0,300.0,0.0,0.0,9.659686850204366
0.0,500.0,0.0,0.0,9.659686850204366
