c0,c1,c2,c3,maxhf
50.0,100.0,0.0,0.0,9.659686850204366
100.0,100.0,0.0,0.0,9.659686850204366
300.0,100.0,0.0,0.0,9.659686850204366
500.0,100.0,0.0,0.0,7.069999999999999
