c1,c2,c3,c4,maxhf
21.16,0.53,0.0,4.55,5.357638043256932
21.16,0.53,14.0,4.55,4.991926368923184
21.16,0.53,28.0,4.55,3.7525086716082487
21.16,0.53,42.0,4.55,3.9984699313983763
